"imdbid","title","budget","gross","release_date","directors","producers","actors"
,"Fast Five","1.25E8","6.261E8",,"Justin Lin","Neal H. Moritz, Vin Diesel","Don Omar, Gal Gadot, Joaquim de Almeida, Jordana Brewster, Matt Schulze, Paul Walker, Sung Kang, Tego Calderón, Tyrese Gibson, Vin Diesel"
,"The Founding of a Republic","8.8","6.25E7",,"Han Sanping, Huang Jianxin","Han Sanping, Huang Jianxin","Chen Kun, Liu Jing, Tang Guoqiang, Wang Wufu, Xu Qing, Zhang Guoli"
,"Inkheart (film)","6.0E7","6.24E7",,"Iain Softley","Cornelia Funke, Iain Softley","Andy Serkis, Brendan Fraser, Eliza Bennett Charlton, Helen Mirren, Jim Broadbent, Paul Bettany, Rafi Gavron"
,"Year One (film)","6.0E7","6.24E7",,"Harold Ramis","Clayton Townsend, Harold Ramis, Judd Apatow","David Cross, Hank Azaria, Jack Black, Oliver Platt"
"0116095","Diabolique (1996 film)","4.5E7","6.24E7",,"Jeremiah S. Chechik","Marvin Worth","Adam Hann-Byrd, Allen Garfield, Chazz Palminteri, Isabelle Adjani, Kathy Bates, Sharon Stone, Spalding Gray"
,"Iron Man 2","170.0","6.239E8",,"Jon Favreau","Kevin Feige","Don Cheadle, Gwyneth Paltrow, Mickey Rourke, Robert Downey Jr., Scarlett Johansson"
,"Ratatouille (film)","1.5E8","6.237E8",,"Brad Bird","Brad Lewis","Brian Dennehy, Ian Holm, Lou Romano, Patton Oswalt, Peter Sohn"
"0322589","Honey (2003 film)","1.8E7","6.22E7",,"Bille Woodruff","Andre Harrell","Jessica Alba, Romeo Miller"
,"Two Brothers (2004 film)","4.2E7","6.22E7",,"Jean-Jacques Annaud","Jake Eberts, Jean-Jacques Annaud","Freddie Highmore, Jean-Claude Dreyfus, Philippine Leroy-Beaulieu"
,"Ant-Man and the Wasp","130.0","6.227E8",,"Peyton Reed","Kevin Feige","Abby Ryder Fortson, Bobby Cannavale, David Dastmalchian, Evangeline Lilly, Hannah John-Kamen, Judy Greer, Laurence Fishburne, Michael Douglas, Michael Peña, Michelle Pfeiffer, Paul Rudd, Randall Park, Walton Goggins"
,"Brooklyn (film)","1.1E7","6.21E7",,"John Crowley","Amanda Posey, Finola Dwyer","Domhnall Gleeson, Emory Cohen, Jim Broadbent, Julie Walters, Saoirse Ronan"
,"Down and Out in Beverly Hills","1.4E7","6.21E7",,"Paul Mazursky","Paul Mazursky","Bette Midler, Elizabeth Peña, Little Richard, Nick Nolte, Richard Dreyfuss"
,"A Walk Among the Tombstones (film)","23.0","6.21E7",,"Scott Frank","Danny DeVito, Michael Shamberg, Stacey Sher","Boyd Holbrook, Dan Stevens, Liam Neeson"
,"How to Train Your Dragon 2","1.45E8","6.215E8",,"Dean DeBlois","Bonnie Arnold",", America Ferrera, Cate Blanchett, Christopher Mintz-Plasse, Craig Ferguson, Djimon Hounsou, Jay Baruchel, Jonah Hill, Kit Harington, Kristen Wiig, T.J. Miller"
,"Malice (1993 film)",,"6.1E7",,"Harold Becker","Harold Becker","Alec Baldwin, Anne Bancroft, Bebe Neuwirth, George C. Scott, Nicole Kidman, Peter Gallagher"
"0110093","I Love Trouble (1994 film)","4.5E7","6.19E7",,"Charles Shyer","Nancy Meyers","James Rebhorn, Julia Roberts, Nick Nolte, Robert Loggia, Saul Rubinek"
,"Logan (film)","97.0","6.192E8",,"James Mangold","Lauren Shuler Donner, Simon Kinberg","Boyd Holbrook, Dafne Keen, Hugh Jackman, Patrick Stewart, Stephen Merchant"
,"The Lost World: Jurassic Park","7.3E7","6.186E8",,"Steven Spielberg","Colin Wilson, Gerald R. Molen","Arliss Howard, Jeff Goldblum, Julianne Moore, Pete Postlethwaite"
,"The Tree of Life (film)","3.2E7","6.17E7",,"Terrence Malick","Bill Pohlad, Brad Pitt, Dede Gardner, Sarah Green","Brad Pitt, Jessica Chastain, Sean Penn"
,"Woman in Gold (film)","1.1E7","6.16E7",,"Simon Curtis","David M. Thompson","Charles Dance, Daniel Brühl, Elizabeth McGovern, Helen Mirren, Jonathan Pryce, Katie Holmes, Max Irons, Ryan Reynolds, Tatiana Maslany"
,"Ninja Assassin","40.0","6.16E7",,"James McTeigue","Joel Silver, Lana and Lilly Wachowski","Ben Miles, Naomie Harris, Rain, Randall Duk Kim, Sho Kosugi, Sung Kang"
,"Road House (1989 film)","1.5E7","6.16E7",,"Rowdy L. Herrington","Joel Silver","Ben Gazzara, Kelly Lynch, Patrick Swayze"
,"Casino Royale (2006 film)","1.5E8","6.165E8",0000-12-31T00:00:00Z,"Martin Campbell","Barbara Broccoli, Michael G. Wilson","Daniel Craig, Eva Green, Isaach de Bankolé, Jeffrey Wright, Judi Dench, Mads Mikkelsen"
,"Ted (film)","50.0","6.15E8",,"Seth MacFarlane","John Jacobs, Scott Stuber, Seth MacFarlane","Giovanni Ribisi, Mark Wahlberg, Mila Kunis, Seth MacFarlane"
,"Before trilogy","7500000.0","6.15E7",,"Richard Linklater","Christos V. Konstantakopoulos",""
,"Krampus (film)","1.5E7","6.15E7",,"Michael Dougherty","Michael Dougherty, Thomas Tull","Adam Scott, David Koechner, Emjay Anthony, Stefania LaVie Owen, Toni Collette"
"0099582","Flatliners","2.6E7","6.15E7",,"Joel Schumacher","Michael Douglas","Julia Roberts, Kevin Bacon, Kiefer Sutherland, Oliver Platt, William Baldwin"
,"A History of Violence","3.2E7","6.14E7",,"David Cronenberg","Chris Bender, J. C. Spink","Ed Harris, Maria Bello"
,"National Lampoon's Vacation","1.5E7","6.14E7",,"Harold Ramis","Matty Simmons","Chevy Chase, Christie Brinkley, Imogene Coca, John Candy"
,"Bombshell (2019 film)","3.2E7","6.14E7",,"Jay Roach","Charlize Theron, Jay Roach","Allison Janney, Charlize Theron, Connie Britton, John Lithgow, Kate McKinnon, Malcolm McDowell, Margot Robbie, Nicole Kidman"
,"My Little Pony: The Movie (2017 film)","6500000.0","6.13E7",,"Jayson Thiessen","Brian Goldner","Andrea Libman, Ashleigh Ball, Cathy Weseluck, Emily Blunt, Kristin Chenoweth, Liev Schreiber, Michael Peña, Sia, Tabitha St. Germain, Tara Strong, Taye Diggs, Uzo Aduba, Zoe Saldaña"
,"The Legend of Hercules","7.0E7","6.13E7",,"Renny Harlin","Boaz Davidson, Renny Harlin","Johnathon Schaech, Kellan Lutz, Liam Garrigan, Liam McIntyre, Rade Šerbedžija, Roxanne McKee, Scott Adkins"
"0385267","In Good Company (2004 film)","2.6E7","6.13E7",,"Paul Weitz","Chris Weitz, Paul Weitz","David Paymer, Dennis Quaid, Scarlett Johansson"
,"Misery (film)","2.0E7","6.13E7",,"Rob Reiner","Andrew Scheinman, Rob Reiner","Frances Sternhagen, James Caan, Kathy Bates, Lauren Bacall"
"0110146","Intersection (1994 film)","4.5E7","6.13E7",,"Mark Rydell","Bud Yorkin, Mark Rydell","Martin Landau, Richard Gere, Sharon Stone"
,"Ashfall (film)",,"6.13E7",,"Lee Hae-jun","Lee Hae-jun","Bae Suzy, Ha Jung-woo, Jeon Hye-jin, Lee Byung-hun, Ma Dong-seok"
,"The Walk (2015 film)","35.0","6.12E7",,"Robert Zemeckis","Jack Rapke, Robert Zemeckis","Charlotte Le Bon, James Badge Dale, Joseph Gordon-Levitt"
,"Ma (film)","5000000.0","6.12E7",0000-12-31T00:00:00Z,"Tate Taylor","Tate Taylor","Diana Silvers, Luke Evans, Octavia Spencer"
"0095243","Gorillas in the Mist","2.2E7","6.11E7",,"Michael Apted","Arne Glimcher","Bryan Brown, Sigourney Weaver"
,"Shampoo (film)","4000000.0","6.0E7",,"Hal Ashby","Warren Beatty","Goldie Hawn, Jack Warden, Julie Christie, Tony Bill, Warren Beatty"
,"The Juror","4.4E7","6.0E7",,"Brian Gibson","Irwin Winkler","Alec Baldwin, Demi Moore, James Gandolfini, Lindsay Crouse"
,"Popeye (film)","2.0E7","6.0E7",,"Robert Altman","Robert Evans","Shelley Duvall"
,"Caddyshack","4.8","6.0E7",,"Harold Ramis","Douglas Kenney","Bill Murray, Chevy Chase, Michael O'Keefe, Rodney Dangerfield, Ted Knight"
,"The Gift (2015 American film)","5000000.0","6.0E7",,"Joel Edgerton","Joel Edgerton","Jason Bateman, Joel Edgerton, Rebecca Hall"
,"Life of Pi (film)","1.2E8","6.09E8",,"Ang Lee","Ang Lee, David Womark","Adil Hussain, Gérard Depardieu, Irrfan Khan, Rafe Spall, Suraj Sharma, Tabu"
,"The Omen","2800000.0","6.09E7",,"Richard Donner","Harvey Bernhard","Billie Whitelaw, David Warner, Gregory Peck, Lee Remick"
,"Marie Antoinette (2006 film)","4.0E7","6.09E7",,"Sofia Coppola","Sofia Coppola","Asia Argento, Danny Huston, Kirsten Dunst, Molly Shannon, Rose Byrne, Shirley Henderson, Steve Coogan"
,"Zoolander","2.8E7","6.08E7",,"Ben Stiller","Ben Stiller, Scott Rudin, Stuart Cornfeld","Ben Stiller, Christine Taylor, Jerry Stiller, Jon Voight, Milla Jovovich, Owen Wilson, Will Ferrell"
,"Kick-Ass 2 (film)","2.8E7","6.08E7",,"Jeff Wadlow","Matthew Vaughn",", Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse"
,"Snatched (2017 film)","4.2E7","6.08E7",,"Jonathan Levine","Peter Chernin","Amy Schumer, Christopher Meloni, Goldie Hawn, Ike Barinholtz, Wanda Sykes"
,"Why Did I Get Married Too?","2.0E7","6.07E7",,"Tyler Perry","Tyler Perry","Cicely Tyson, Janet Jackson, Jill Scott, Lamman Rucker, Louis Gossett Jr., Malik Yoba, Michael Jai White, Tasha Smith, Tyler Perry"
,"127 Hours","1.8E7","6.07E7",,"Danny Boyle","Danny Boyle","James Franco"
,"500 Days of Summer","7500000.0","6.07E7",,"Marc Webb","Mason Novick","Joseph Gordon-Levitt, Zooey Deschanel"
"0107034","The Good Son (film)","17.0","6.06E7",,"Joseph Ruben","Joseph Ruben","David Morse, Jacqueline Brookes, Macaulay Culkin, Wendy Crewson"
,"The Fly (1986 film)","9.0","6.06E7",,"David Cronenberg","Stuart Cornfeld","Geena Davis, Jeff Goldblum, John Getz"
,"Transformers: The Last Knight","217.0","6.054E8",,"Michael Bay","Ian Bryce, Lorenzo di Bonaventura, Tom DeSanto","Mark Wahlberg, Stanley Tucci"
,"21 Grams","2.0E7","6.04E7",1942-05-09,"Alejandro González Iñárritu","Alejandro González Iñárritu","Benicio del Toro, Charlotte Gainsbourg, Melissa Leo, Naomi Watts, Sean Penn"
"0147800","10 Things I Hate About You","1.3E7","6.04E7",,"Gil Junger","Andrew Lazar","Andrew Keegan, Heath Ledger, Joseph Gordon-Levitt, Larisa Oleynik, Larry Miller"
,"I Spy (2002 film)","7.0E7","6.03E7",,"Betty Thomas","Betty Thomas, Mario Kassar","Famke Janssen, Malcolm McDowell, Owen Wilson"
,"Secretariat (film)","3.5E7","6.03E7",,"Randall Wallace","Mark Ciardi","Diane Lane, Dylan Walsh, James Cromwell, John Malkovich, Kevin Connolly"
,"War of the Worlds (2005 film)","1.32E8","6.039E8",,"Steven Spielberg","Colin Wilson, Kathleen Kennedy","Dakota Fanning, Miranda Otto, Tom Cruise"
,"Madagascar: Escape 2 Africa","1.5E8","6.039E8",,"Eric Darnell, Tom McGrath","Mireille Soria","Alec Baldwin, Andy Richter, Ben Stiller, Bernie Mac, Cedric the Entertainer, Chris Miller, Chris Rock, Conrad Vernon, David Schwimmer, Elisa Gabrielli, Jada Pinkett Smith, Sacha Baron Cohen, Tom McGrath, will.i.am"
,"The International (2009 film)","5.0E7","6.02E7",,"Tom Tykwer","Charles Roven, Richard Suckle","Armin Mueller-Stahl, Brían F. O'Byrne, Naomi Watts"
"0115857","Chain Reaction (1996 film)","5.0E7","6.02E7",,"Andrew Davis","Andrew Davis","Brian Cox, Fred Ward, Kevin Dunn, Morgan Freeman"
,"A Haunted House","2500000.0","6.01E7",,"Michael Tiddes","Marlon Wayans","Cedric the Entertainer, David Koechner, Essence Atkins, Marlon Wayans, Nick Swardson"
,"Beautiful Creatures (2013 film)","50.0","6.01E7",,"Richard LaGravenese","Andrew Kosove, Erwin Stoff","Alden Ehrenreich, Alice Englert, Emma Thompson, Emmy Rossum, Jeremy Irons, Thomas Mann, Viola Davis"
"0120753","The Million Dollar Hotel","8000000.0","59989.0",,"Wim Wenders","Bono, Bruce Davey, Wim Wenders","Mel Gibson, Milla Jovovich"
,"Atanarjuat: The Fast Runner","1960000.0","5998310.0",2002-04-12,"Zacharias Kunuk","Zacharias Kunuk","Lucy Tulugarjuk, Natar Ungalaaq"
,"Atanarjuat: The Fast Runner","1960000.0","5998310.0",2001-05-13,"Zacharias Kunuk","Zacharias Kunuk","Lucy Tulugarjuk, Natar Ungalaaq"
"0118614","Amy (1997 film)",,"599724.0",1998-08-27,"Nadia Tass","David Parker, Nadia Tass","Ben Mendelsohn, Nick Barker, Rachel Griffiths"
"0118614","Amy (1997 film)",,"599724.0",1997-09-12,"Nadia Tass","David Parker, Nadia Tass","Ben Mendelsohn, Nick Barker, Rachel Griffiths"
,"Photographic Memory (film)",,"599435.0",,"Ross McElwee","Ross McElwee","Ross McElwee"
,"52nd Street (film)","523869.0","598384.0",1937-11-19,"Harold Young","Walter Wanger","Ella Logan, Ian Hunter, Patricia Paterson"
"0016332","Seven Chances",,"598288.0",,"Buster Keaton","Buster Keaton, Joseph M. Schenck","Buster Keaton"
,"1969 (film)","7000000.0","5979011.0",,"Ernest Thompson","Daniel Grodnik","Bruce Dern, Joanna Cassidy, Kiefer Sutherland, Mariette Hartley, Robert Downey Jr., Winona Ryder"
,"The Forgotten Battle","1.4E7","5976231.0",,"Matthijs van Heijningen Jr.","Mark van Eeuwen, Paula van der Oest","Gijs Blom"
,"Where Is Kyra?",,"59717.0",,"Andrew Dosunmu","Christine Vachon","Kiefer Sutherland, Michelle Pfeiffer"
,"Trust (2010 film)","4000000.0","595439.0",,"David Schwimmer","Avi Lerner, David Schwimmer","Catherine Keener, Liana Liberato, Viola Davis"
,"Severance (film)","1.0E7","5950000.0",,"Christopher Smith","Finola Dwyer","Andy Nyman, Claudie Blakley, Toby Stephens"
"0061619","El Dorado (1966 film)","4653000.0","5950000.0",,"Howard Hawks","Howard Hawks","Arthur Hunnicutt, Charlene Holt, James Caan, Michele Carey, Paul Fix, Robert Mitchum"
,"His Hour","197000.0","595000.0",,"King Vidor","Irving Thalberg","Aileen Pringle"
,"Cheap Thrills (film)","100000.0","59424.0",,"E. L. Katz","Gabriel Cowan","David Koechner, Pat Healy, Sara Paxton"
"0098454","Ten Little Indians (1989 film)",,"59405.0",,"Alan Birkinshaw","Harry Alan Towers","Donald Pleasence, Herbert Lom, Moira Lister, Warren Berlinger"
,"Doctor X (film)","224000.0","594000.0",,"Michael Curtiz","Darryl F. Zanuck, Hal B. Wallis","Lee Tracy, Lionel Atwill, Preston Foster"
,"Last Dance (1996 film)","4.1E7","5939449.0",,"Bruce Beresford","Steven Haft","Jack Thompson, Peter Gallagher, Rob Morrow, Sharon Stone"
,"Super (2010 American film)","2500000.0","593933.0",,"James Gunn","Ted Hope","Andre Royo, Elliot Page, Gregg Henry, Kevin Bacon, Linda Cardellini, Liv Tyler, Michael Rooker, Nathan Fillion, Rainn Wilson, Sean Gunn, Stephen Blackehart"
,"Running Out of Time 2",,"5937545.0",,"Johnnie To, Law Wing-Cheong","Johnnie To","Ekin Cheng, Sean Lau"
,"Survive the Game",,"59347.0",,"James Cullen Bressack","Chad A. Verd, Randall Emmett, Shaun Sanghani","Bruce Willis, Chad Michael Murray"
"0097567","Immediate Family (film)","1.4E7","5932613.0",,"Jonathan Kaplan","Lawrence Kasdan","Glenn Close, James Woods, Kevin Dillon, Mary Stuart Masterson"
,"Compliance (film)",,"592116.0",,"Craig Zobel","Craig Zobel","Ann Dowd, Bill Camp, Dreama Walker, Pat Healy"
"0293660","The Touch (2002 film)",,"5918742.0",,"Peter Pau","Michelle Yeoh","Ben Chaplin, Michelle Yeoh"
"0156729","Last Night (1998 film)","2300000.0","591165.0",,"Don McKellar","Niv Fichman","Callum Keith Rennie, David Cronenberg, Don McKellar, Sandra Oh, Sarah Polley, Tracy Wright"
,"The Third Miracle",,"591142.0",,"Agnieszka Holland","Elie Samaha, Frederic S. Fuchs, Steven Haft","Anne Heche, Armin Mueller-Stahl, Ed Harris, Michael Rispoli"
"0041594","Little Women (1949 film)","2776000.0","5910000.0",1949-03-10,", Mervyn LeRoy",", Mervyn LeRoy","Elizabeth Taylor, Janet Leigh, June Allyson, Margaret O'Brien, Mary Astor, Peter Lawford, Rossano Brazzi"
,"Last Letter (2018 film)",,"5900000.0",,"Shunji Iwai","Peter Ho-sun Chan","Qin Hao, Zhang Zifeng, Zhou Xun"
,"Death of a Nation (2018 film)","6000000.0","5900000.0",,"Dinesh D'Souza","Gerald R. Molen",""
,"The Immigrant (2013 film)","1.6E7","5900000.0",,"James Gray","Anthony Katagas, Christopher Woodrow, James Gray","Joaquin Phoenix, Marion Cotillard"
"0113463","Jefferson in Paris","1.4E7","5900000.0",,"James Ivory","Humbert Balsan, Ismail Merchant","Charlotte de Turckheim, Greta Scacchi, Gwyneth Paltrow, James Earl Jones, Jean-Pierre Aumont, Lambert Wilson, Michael Lonsdale, Nancy Marchand, Nick Nolte, Seth Gilliam, Simon Callow, Thandiwe Newton"
,"Local Hero (film)","3000000.0","5900000.0",,"Bill Forsyth","The Lord Puttnam","Burt Lancaster, Fulton Mackay, Peter Riegert"
"185997","How to Do Well When You're a Jerk and a Crybaby",,"5900000.0",1974-06-19,"Michel Audiard","Alain Poiré","Daniel Prévost, Ginette Garcin, Jane Birkin, Jean Carmet, Jean Rochefort, Jean-Claude Dreyfus, Jean-Pierre Marielle, Jeanne Herviale, Stéphane Audran"
,"Local Hero (film)","2600000.0","5900000.0",1921-01-28,"Bill Forsyth","The Lord Puttnam","Burt Lancaster, Fulton Mackay, Peter Riegert"
,"Evil Dead II","3500000.0","5900000.0",,"Sam Raimi","Robert Tapert","Bruce Campbell, Dan Hicks, Kassie DePaiva"
"0119381","Inventing the Abbotts",,"5900000.0",,"Pat O'Connor","Brian Grazer, Ron Howard","Billy Crudup, Jennifer Connelly, Joanna Going, Joaquin Phoenix, Kathy Baker, Liv Tyler"
,"Dobermann (film)","5000000.0","5900000.0",,"Jan Kounen","Frédérique Dumas","Monica Bellucci, Tchéky Karyo, Vincent Cassel"
,"Gang Related",,"5900000.0",1997-10-08,"Jim Kouf","Brad Krevoy","David Paymer, Dennis Quaid, James Earl Jones, Jim Belushi, Tupac Shakur, Wendy Crewson"
,"Sorcerer (film)","21.0","5900000.0",,"William Friedkin","William Friedkin","Amidou, Francisco Rabal, Ramon Bieri"
,"The Vagrant (film)",,"5900.0",,"Chris Walas","Mel Brooks","Marshall Bell, Michael Ironside"
"0038048","San Antonio (film)","2232000.0","5899000.0",,"David Butler, Raoul Walsh, Robert Florey","Robert Buckner","Alexis Smith, Errol Flynn"
"0029808","You Only Live Once (1937 film)","628138.0","589503.0",,"Fritz Lang","Walter Wanger","Barton MacLane, Henry Fonda, Sylvia Sidney"
,"Powaqqatsi",,"589244.0",,"Godfrey Reggio","Godfrey Reggio, Mel Lawrence",""
,"Thousands Cheer","1568000.0","5886000.0",,"George Sidney","Joe Pasternak","Ben Blue, Frances Rafferty, Gene Kelly, John Boles, Kathryn Grayson, Mary Astor"
"0108188","Sonatine (1993 film)",,"58834.0",,"Takeshi Kitano","Masayuki Mori","Takeshi Kitano"
,"Alex of Venice",,"588.0",,"Chris Messina","Jamie Patricof","Chris Messina, Derek Luke, Don Johnson, Mary Elizabeth Winstead, Reg E. Cathey, Timm Sharp"
,"Palmetto (film)",,"5878911.0",,"Volker Schlöndorff","Al Corley","Chloë Sevigny, Elisabeth Shue, Gina Gershon, Michael Rapaport, Rolf Hoppe, Woody Harrelson"
,"Blood: The Last Vampire (2009 film)",,"5874530.0",,"Chris Nahon","Ronny Yu",""
"tt6823698","Naughty Grandma",,"5856287.0",,"Maryus Vaysberg","Aleksandr Revva, Maryus Vaysberg","Aleksandr Revva, Glukoza, Natalya Ionova"
,"The Family Fang (film)",,"585165.0",,"Jason Bateman","Jason Bateman, Nicole Kidman","Christopher Walken, Jason Bateman, Jason Butler Harner, Kathryn Hahn, Maryann Plunkett, Nicole Kidman"
"5951188","The Balkan Line","3600000.0","5850000.0",,"Andrey Volgin","Miloš Biković","Gojko Mitić, Miloš Biković, Ravshana Kurkova"
,"Upstream Color","50000.0","584881.0",,"Shane Carruth","Shane Carruth","Amy Seimetz, Shane Carruth"
,"Kitty and the Bagman","2500000.0","58407.0",,"Donald Crombie","Anthony Buckley",""
,"The Life of the Party (1937 film)","489000.0","584000.0",,"William A. Seiter","Samuel J. Briskin","Gene Raymond, Harry Einstein, Joe Penner"
,"The Inner Circle (1991 film)",,"583979.0",,"Andrei Konchalovsky","Claudio Bonivento","Aleksandr Zbruyev, Bob Hoskins, Feodor Chaliapin Jr., Tom Hulce"
,"The Wolf at the Door",,"583800.0",,"Henning Carlsen","Henning Carlsen","Donald Sutherland"
,"Showdown in Manila",,"583194.0",,"Mark Dacascos","Alexander Nevsky, Andrzej Bartkowiak, Mark Dacascos","Alexander Nevsky, Cary-Hiroyuki Tagawa, Casper Van Dien, Tia Carrere"
,"The Lost Patrol (1934 film)","262000.0","583000.0",,"John Ford","Cliff Reid, John Ford","Boris Karloff, Reginald Denny, Victor McLaglen, Wallace Ford"
,"Mr. and Mrs. Gambler",,"5827572.0",,"Wong Jing","Wong Jing","Chapman To, Fiona Sit"
,"The Pope Must Die","2500000.0","582510.0",,"Peter Richardson","Michael White, Stephen Woolley",""
,"Fast and Feel Love",,"581000.0",2022-04-06,"Nawapol Thamrongrattanarit","Nawapol Thamrongrattanarit",""
,"Evergreen (film)",,"5804.0",,"Victor Saville","Michael Balcon","Betty Balfour, Jessie Matthews, Sonnie Hale"
,"Novitiate (film)",,"580346.0",,"Margaret Betts","Trudie Styler","Julianne Nicholson, Liana Liberato, Margaret Qualley, Melissa Leo, Morgan Saylor"
,"Easter Parade (film)","2655000.0","5803000.0",,"Charles Walters","Arthur Freed","Fred Astaire, Judy Garland, Peter Lawford"
"0032728","The Long Voyage Home","682495.0","580129.0",,"John Ford","John Ford, Walter Wanger","Ian Hunter, Thomas Mitchell"
,"Dylan Dog: Dead of Night","2.0E7","5800000.0",,"Kevin Munroe","Scott Mitchell Rosenberg","Peter Stormare, Taye Diggs"
,"The Perfect Holiday","2.0E7","5800000.0",,"Lance Rivera","Queen Latifah","Charlie Murphy, Faizon Love, Morris Chestnut, Queen Latifah, Terrence Howard"
,"The Impossible Years (film)",,"5800000.0",,"Michael Gordon","Lawrence Weingarten","Cristina Ferrare, David Niven, Lola Albright, Ozzie Nelson"
"0088138","La smala",,"5800000.0",,"Jean-Loup Hubert","Alain Terzian","Dominique Lavanant, Josiane Balasko, Victor Lanoux"
,"Spider (2002 film)","1.0E7","5800000.0",,"David Cronenberg","David Cronenberg, Samuel Hadida","Miranda Richardson"
,"Rendez-vous (1985 film)",,"5800000.0",,"André Téchiné","Alain Terzian","Jean-Louis Trintignant, Juliette Binoche, Lambert Wilson"
,"My Father's Guests","6800000.0","5800000.0",,"Anne Le Ny","Bruno Lévy","Fabrice Luchini, Karin Viard, Michel Aumont, Valérie Benguigui"
,"The Last American Virgin",,"5800000.0",,"Boaz Davidson","Menahem Golan, Yoram Globus","Joseph Rubbo, Louisa Moritz, Steve Antin"
,"Arabesque (film)","3600000.0","5800000.0",,"Stanley Donen","Stanley Donen","Gregory Peck, Sophia Loren"
